name,orig_name,state,orig_county,established,discontinued,continuous,stamp_index,id,coordinates,duration,gnis_match,gnis_name,gnis_state,gnis_feature_id,gnis_feature_class,gnis_orig_county,gnis_latitude,gnis_longitude,latitude,longitude,state_full,state_latitude,state_longitude
AARON,AARON,MO,Bates,1895.0,1933.0,True,2.0,4,True,38.0,True,AARON,MO,2091668.0,Post Office,Bates,38.4222222,-94.1541667,38.4222222,-94.1541667,Missouri,38.29739780113773,-92.40621321592816
ABADYL,ABADYL,MO,Christian,1895.0,1919.0,True,4.0,13,True,24.0,True,ABADYL,MO,740613.0,Populated Place,Christian,37.0383858,-92.9471194,37.0383858,-92.9471194,Missouri,38.29739780113773,-92.40621321592816
ABATTIS,ABATTIS,MO,Warren,1878.0,1904.0,True,5.0,15,True,26.0,True,ABATTIS,MO,2091669.0,Post Office,Warren,38.8166667,-91.3916667,38.8166667,-91.3916667,Missouri,38.29739780113773,-92.40621321592816
ABBOTT,ABBOTT,MO,Greene,1892.0,1902.0,True,5.0,31,True,10.0,True,ABBOTT,MO,740362.0,Locale,Greene,37.2914349,-93.2640765,37.2914349,-93.2640765,Missouri,38.29739780113773,-92.40621321592816
ABERDEEN,ABERDEEN,MO,Pike,1871.0,1907.0,False,5.0,53,True,36.0,True,ABERDEEN,MO,759548.0,Post Office,Pike,39.2769906,-90.9984687,39.2769906,-90.9984687,Missouri,38.29739780113773,-92.40621321592816
ABERNATHY,ABERNATHY,MO,Perry,1834.0,1873.0,False,5.0,65,True,39.0,True,ABERNATHY,MO,713126.0,School,Perry,37.6658857,-89.7856602,37.6658857,-89.7856602,Missouri,38.29739780113773,-92.40621321592816
ABESVILLE,ABESVILLE,MO,Stone,1906.0,1914.0,True,4.0,70,True,8.0,True,ABESVILLE,MO,713127.0,Populated Place,Stone,36.8397806,-93.3707428,36.8397806,-93.3707428,Missouri,38.29739780113773,-92.40621321592816
ABO,ABO,MO,Laclede,1893.0,1940.0,True,2.0,91,True,47.0,True,ABO,MO,2093308.0,Post Office,Laclede,37.6972222,-92.4652778,37.6972222,-92.4652778,Missouri,38.29739780113773,-92.40621321592816
ACASTO,ACASTO,MO,Clark,1857.0,1905.0,True,4.0,113,True,48.0,True,ACASTO,MO,759808.0,Post Office,Clark,40.59809,-91.8340575,40.59809,-91.8340575,Missouri,38.29739780113773,-92.40621321592816
ACME,ACME,MO,Clay,1882.0,1900.0,True,5.0,141,True,18.0,True,ACME,MO,759721.0,Post Office,Clay,39.2308358,-94.5449544,39.2308358,-94.5449544,Missouri,38.29739780113773,-92.40621321592816
ACORN,ACORN,MO,Ripley,1902.0,1937.0,True,2.0,149,True,35.0,True,ACORN,MO,765612.0,Post Office,Ripley,36.5045044,-90.7020617,36.5045044,-90.7020617,Missouri,38.29739780113773,-92.40621321592816
ACORN RIDGE,ACORN RIDGE,MO,Stoddard,1860.0,1909.0,False,3.0,155,True,49.0,True,ACORN RIDGE,MO,713133.0,Populated Place,Stoddard,36.9133855,-90.0581516,36.9133855,-90.0581516,Missouri,38.29739780113773,-92.40621321592816
ADA,ADA,MO,Ray,1864.0,1873.0,True,6.0,183,True,9.0,True,ADA,MO,730045.0,Populated Place,Ray,39.2233407,-94.1132786,39.2233407,-94.1132786,Missouri,38.29739780113773,-92.40621321592816
ADA,ADA,MO,Taney,1904.0,1907.0,True,6.0,184,True,3.0,True,ADA,MO,740301.0,Locale,Taney,36.7756145,-92.9054515,36.7756145,-92.9054515,Missouri,38.29739780113773,-92.40621321592816
ADAIR,ADAIR,MO,Adair,1878.0,1900.0,True,5.0,198,True,22.0,True,ADAIR,MO,713135.0,Populated Place,Adair,40.2522575,-92.3765782,40.2522575,-92.3765782,Missouri,38.29739780113773,-92.40621321592816
ADELBERT,ADELBERT,MO,Washington,1922.0,1925.0,True,4.0,297,True,3.0,True,ADELBERT,MO,736787.0,Populated Place,Washington,37.9708835,-90.7101298,37.9708835,-90.7101298,Missouri,38.29739780113773,-92.40621321592816
ADELL,ADELL,MO,Mercer,1874.0,1904.0,True,5.0,302,True,30.0,True,ADEL,MO,759956.0,Post Office,Mercer,40.5313948,-93.6691114,40.5313948,-93.6691114,Missouri,38.29739780113773,-92.40621321592816
ADONIS,ADONIS,MO,Polk,1895.0,1935.0,True,2.0,331,True,40.0,True,ADONIS,MO,740614.0,Populated Place,Polk,37.7964249,-93.3632528,37.7964249,-93.3632528,Missouri,38.29739780113773,-92.40621321592816
AFFTON,AFFTON,MO,St. Louis,1876.0,1939.0,False,1.0,355,True,63.0,True,AFFTON,MO,2782985.0,Post Office,St. Louis,38.5518651,-90.335443,38.5518651,-90.335443,Missouri,38.29739780113773,-92.40621321592816
AGNES,AGNES,MO,Laclede,1896.0,1933.0,True,2.0,379,True,37.0,True,AGNES,MO,748564.0,Populated Place,Laclede,37.5122674,-92.4985017,37.5122674,-92.4985017,Missouri,38.29739780113773,-92.40621321592816
AHOLT,AHOLT,MO,Chariton,1900.0,1940.0,True,2.0,397,True,40.0,True,AHOLT,MO,740616.0,Populated Place,Chariton,39.2644725,-92.9049113,39.2644725,-92.9049113,Missouri,38.29739780113773,-92.40621321592816
AID,AID,MO,Stoddard,1904.0,1949.0,True,1.0,401,True,45.0,True,AID,MO,713173.0,Populated Place,Stoddard,36.876997,-90.0412061,36.876997,-90.0412061,Missouri,38.29739780113773,-92.40621321592816
AKARD,AKARD,MO,Cedar,1890.0,1907.0,True,5.0,442,True,17.0,True,AKARD,MO,745794.0,Locale,Cedar,37.7067052,-93.7477089,37.7067052,-93.7477089,Missouri,38.29739780113773,-92.40621321592816
AKERS,AKERS,MO,Shannon,1884.0,1965.0,True,1.0,445,True,81.0,True,AKERS,MO,740619.0,Populated Place,Shannon,37.3761567,-91.5537547,37.3761567,-91.5537547,Missouri,38.29739780113773,-92.40621321592816
AKINSVILLE,AKINSVILLE,MO,Morgan,1880.0,1920.0,True,3.0,452,True,40.0,True,AKINSVILLE,MO,740617.0,Populated Place,Morgan,38.5580785,-92.8363059,38.5580785,-92.8363059,Missouri,38.29739780113773,-92.40621321592816
AKRON,AKRON,MO,Harrison,1861.0,1908.0,True,4.0,455,True,47.0,True,AKRON,MO,713181.0,Populated Place,Harrison,40.5194475,-93.8174478,40.5194475,-93.8174478,Missouri,38.29739780113773,-92.40621321592816
ALAMODE,ALAMODE,MO,Reynolds,1846.0,1909.0,False,3.0,486,True,63.0,True,ALAMODE,MO,1802779.0,Post Office,Reynolds,37.3131033,-90.9962359,37.3131033,-90.9962359,Missouri,38.29739780113773,-92.40621321592816
ALANTHUS GROVE,ALANTHUS GROVE,MO,Gentry,1855.0,1906.0,True,4.0,493,True,51.0,True,ALANTHUS GROVE,MO,730044.0,Populated Place,Gentry,40.3069365,-94.5441279,40.3069365,-94.5441279,Missouri,38.29739780113773,-92.40621321592816
ALBERTA,ALBERTA,MO,Henry,1884.0,1901.0,True,5.0,527,True,17.0,True,ALBERTA,MO,740621.0,Populated Place,Henry,38.3639106,-93.6696555,38.3639106,-93.6696555,Missouri,38.29739780113773,-92.40621321592816
ALCORA,ALCORA,MO,Newton,1899.0,1901.0,True,6.0,570,True,2.0,True,ALCORA,MO,746334.0,Locale,Newton,36.9242314,-94.4438318,36.9242314,-94.4438318,Missouri,38.29739780113773,-92.40621321592816
ALEXANDRIA,ALEXANDRIA,MO,Lincoln,1823.0,1829.0,True,6.0,630,True,6.0,True,ALEXANDRIA,MO,713200.0,Cemetery,Lincoln,39.0334439,-90.8896954,39.0334439,-90.8896954,Missouri,38.29739780113773,-92.40621321592816
ALGIRE,ALGIRE,MO,Washington,1904.0,1931.0,True,2.0,672,True,27.0,True,ALGUIRE,MO,742350.0,School,Washington,38.1353262,-91.0062489,38.1353262,-91.0062489,Missouri,38.29739780113773,-92.40621321592816
ALHAMBRA,ALHAMBRA,MO,Stoddard,1902.0,1909.0,True,4.0,680,True,7.0,True,ALHAMBRA,MO,740277.0,Locale,Stoddard,36.9294961,-90.0006491,36.9294961,-90.0006491,Missouri,38.29739780113773,-92.40621321592816
ALICE,ALICE,MO,Texas,1886.0,1927.0,True,3.0,685,True,41.0,True,ALICE,MO,735326.0,Populated Place,Texas,37.2983823,-92.1887713,37.2983823,-92.1887713,Missouri,38.29739780113773,-92.40621321592816
ALL,ALL,MO,Webster,1899.0,1905.0,True,5.0,707,True,6.0,True,ALL,MO,759972.0,Post Office,Webster,37.1806049,-93.0360117,37.1806049,-93.0360117,Missouri,38.29739780113773,-92.40621321592816
ALLBRIGHT,ALLBRIGHT,MO,Madison,1905.0,1941.0,True,2.0,721,True,36.0,True,ALLBRIGHT,MO,713208.0,Populated Place,Madison,37.3289415,-90.2267785,37.3289415,-90.2267785,Missouri,38.29739780113773,-92.40621321592816
ALLEN'S LANDING,ALLEN'S LANDING,MO,Perry,1862.0,1869.0,True,7.0,773,True,7.0,True,ALLENS LANDING,MO,736420.0,Locale,Perry,37.8283852,-89.7284376,37.8283852,-89.7284376,Missouri,38.29739780113773,-92.40621321592816
ALLENVILLE,ALLENVILLE,MO,Cape Girardeau,1869.0,1974.0,True,1.0,804,True,105.0,True,ALLENVILLE,MO,713227.0,Populated Place,Cape Girardeau,37.2217192,-89.7575929,37.2217192,-89.7575929,Missouri,38.29739780113773,-92.40621321592816
ALLEY,ALLEY,MO,Shannon,1884.0,1950.0,True,1.0,808,True,66.0,True,ALLEY,MO,739894.0,Populated Place,Shannon,37.1522712,-91.4434708,37.1522712,-91.4434708,Missouri,38.29739780113773,-92.40621321592816
ALLEY SPRING,ALLEY SPRING,MO,Shannon,1950.0,1974.0,True,1.0,811,True,24.0,True,ALLEY SPRING,MO,713232.0,Populated Place,Shannon,37.1442159,-91.4440263,37.1442159,-91.4440263,Missouri,38.29739780113773,-92.40621321592816
ALLIANCE,ALLIANCE,MO,Bollinger,1889.0,1953.0,True,1.0,819,True,64.0,True,ALLIANCE,MO,731525.0,Populated Place,Bollinger,37.5622787,-89.9967752,37.5622787,-89.9967752,Missouri,38.29739780113773,-92.40621321592816
ALLISON,ALLISON,MO,Nodaway,1883.0,1901.0,True,5.0,843,True,18.0,True,ALLISON,MO,759679.0,Post Office,Nodaway,40.5322108,-94.7066338,40.5322108,-94.7066338,Missouri,38.29739780113773,-92.40621321592816
ALMA MINE,ALMA MINE,MO,Christian,1878.0,1882.0,True,6.0,885,True,4.0,True,ALMA MINE,MO,754021.0,Mine,Christian,36.9414441,-93.2007379,36.9414441,-93.2007379,Missouri,38.29739780113773,-92.40621321592816
ALMARTHA,ALMARTHA,MO,Ozark,1855.0,1969.0,False,1.0,891,True,114.0,True,ALMARTHA,MO,748579.0,Populated Place,Ozark,36.7642263,-92.5171087,36.7642263,-92.5171087,Missouri,38.29739780113773,-92.40621321592816
ALMON,ALMON,MO,Hickory,1883.0,1922.0,True,3.0,903,True,39.0,True,ALMON,MO,739165.0,Populated Place,Hickory,37.9580889,-93.0946372,37.9580889,-93.0946372,Missouri,38.29739780113773,-92.40621321592816
ALPHA,ALPHA,MO,Grundy,1856.0,1904.0,True,4.0,926,True,48.0,True,ALPHA,MO,730048.0,Populated Place,Grundy,39.9852952,-93.4210459,39.9852952,-93.4210459,Missouri,38.29739780113773,-92.40621321592816
ALSUP,ALSUP,MO,Greene,1894.0,1906.0,True,5.0,963,True,12.0,True,ALSUP,MO,740526.0,Populated Place,Greene,37.3980995,-93.3054685,37.3980995,-93.3054685,Missouri,38.29739780113773,-92.40621321592816
ALTA VISTA,ALTA VISTA,MO,Daviess,1865.0,1905.0,False,4.0,965,True,40.0,True,ALTA VISTA,MO,740233.0,Populated Place,Daviess,39.9091686,-94.2052271,39.9091686,-94.2052271,Missouri,38.29739780113773,-92.40621321592816
ALTHEA,ALTHEA,MO,Ozark,1921.0,1926.0,True,4.0,983,True,5.0,True,ALTHEA,MO,733823.0,Populated Place,Ozark,36.6414507,-92.2287689,36.6414507,-92.2287689,Missouri,38.29739780113773,-92.40621321592816
ALTHEIM,ALTHEIM,MO,St. Louis,1884.0,1904.0,False,5.0,985,True,20.0,True,ALTHEIM,MO,755686.0,Populated Place,St. Louis,38.6314418,-90.4878983,38.6314418,-90.4878983,Missouri,38.29739780113773,-92.40621321592816
ALTONA,ALTONA,MO,Bates,1868.0,1920.0,True,3.0,1022,True,52.0,True,ALTONA,MO,713254.0,Populated Place,Bates,38.3997405,-94.2349463,38.3997405,-94.2349463,Missouri,38.29739780113773,-92.40621321592816
ALVIN,ALVIN,MO,Morgan,1899.0,1901.0,True,6.0,1053,True,2.0,True,ALVIN,MO,744782.0,Locale,Morgan,38.5111357,-92.7576927,38.5111357,-92.7576927,Missouri,38.29739780113773,-92.40621321592816
ALVORD,ALVORD,MO,Mercer,1885.0,1910.0,False,4.0,1061,True,25.0,True,ALVORD,MO,740212.0,Populated Place,Mercer,40.4555639,-93.5954992,40.4555639,-93.5954992,Missouri,38.29739780113773,-92.40621321592816
AMANDA,AMANDA,MO,Crawford,1857.0,1860.0,True,7.0,1072,True,3.0,True,AMANDA,MO,736292.0,Populated Place,Crawford,38.0628225,-91.4034833,38.0628225,-91.4034833,Missouri,38.29739780113773,-92.40621321592816
AMEERA,AMEERA,MO,Taney,1903.0,1906.0,True,5.0,1107,True,3.0,True,AMEERA,MO,755658.0,Populated Place,Taney,36.7670037,-93.0949009,36.7670037,-93.0949009,Missouri,38.29739780113773,-92.40621321592816
AMERICUS,AMERICUS,MO,Montgomery,1867.0,1959.0,True,1.0,1116,True,92.0,True,AMERICUS,MO,729416.0,Populated Place,Montgomery,38.780321,-91.5640565,38.780321,-91.5640565,Missouri,38.29739780113773,-92.40621321592816
AMOS,AMOS,MO,Harrison,1873.0,1878.0,True,6.0,1158,True,5.0,True,AMOS,MO,730244.0,Populated Place,Harrison,40.4269412,-94.1568985,40.4269412,-94.1568985,Missouri,38.29739780113773,-92.40621321592816
AMOS,AMOS,MO,Vernon,1893.0,1931.0,True,2.0,1159,True,38.0,True,AMOS,MO,740623.0,Populated Place,Vernon,38.0158681,-94.5802333,38.0158681,-94.5802333,Missouri,38.29739780113773,-92.40621321592816
AMY,AMY,MO,Howell,1891.0,1931.0,True,2.0,1177,True,40.0,True,AMY,MO,713270.0,Populated Place,Howell,36.6056177,-92.0037634,36.6056177,-92.0037634,Missouri,38.29739780113773,-92.40621321592816
ANACONDA,ANACONDA,MO,Franklin,1892.0,1893.0,True,5.0,1191,True,1.0,True,ANACONDA,MO,731526.0,Populated Place,Franklin,38.3017174,-91.0406971,38.3017174,-91.0406971,Missouri,38.29739780113773,-92.40621321592816
ANCELL,ANCELL,MO,Scott,1912.0,1960.0,True,1.0,1196,True,48.0,True,ANCELL,MO,735843.0,Populated Place,Scott,37.2167175,-89.5245336,37.2167175,-89.5245336,Missouri,38.29739780113773,-92.40621321592816
ANDOVER,ANDOVER,MO,Harrison,1872.0,1943.0,True,2.0,1260,True,71.0,True,ANDOVER,MO,740625.0,Populated Place,Harrison,40.5650008,-93.8952266,40.5650008,-93.8952266,Missouri,38.29739780113773,-92.40621321592816
ANDREW,ANDREW,MO,Andrew,1864.0,1868.0,True,8.0,1275,True,4.0,True,ANDREW,MO,758456.0,Civil,Andrew,39.9835108,-94.8020599,39.9835108,-94.8020599,Missouri,38.29739780113773,-92.40621321592816
ANGELINE,ANGELINE,MO,Shannon,1909.0,1929.0,True,3.0,1298,True,20.0,True,ANGELINE,MO,760063.0,Post Office,Shannon,37.180326,-91.4287483,37.180326,-91.4287483,Missouri,38.29739780113773,-92.40621321592816
ANGLUM,ANGLUM,MO,St. Louis,1894.0,1929.0,True,1.0,1309,True,35.0,True,ANGLUM,MO,756590.0,Populated Place,St. Louis,38.7642176,-90.3820603,38.7642176,-90.3820603,Missouri,38.29739780113773,-92.40621321592816
ANN,ANN,MO,Douglas,1898.0,1915.0,True,4.0,1327,True,17.0,True,ANN,MO,748594.0,Populated Place,Douglas,37.0308871,-92.1973807,37.0308871,-92.1973807,Missouri,38.29739780113773,-92.40621321592816
ANSON,ANSON,MO,Clark,1872.0,1904.0,True,5.0,1380,True,32.0,True,ANSON,MO,740627.0,Populated Place,Clark,40.5772583,-91.7659994,40.5772583,-91.7659994,Missouri,38.29739780113773,-92.40621321592816
ANTHONIES MILL,ANTHONIES MILL,MO,Washington,1872.0,1955.0,True,1.0,1394,True,83.0,True,ANTHONIES MILL,MO,748598.0,Populated Place,Washington,38.0797692,-91.0862499,38.0797692,-91.0862499,Missouri,38.29739780113773,-92.40621321592816
ANTIOCH,ANTIOCH,MO,Clark,1883.0,1907.0,True,4.0,1407,True,24.0,True,ANTIOCH,MO,713309.0,Populated Place,Clark,40.3247646,-91.6932188,40.3247646,-91.6932188,Missouri,38.29739780113773,-92.40621321592816
ANTLER,ANTLER,MO,Wright,1891.0,1907.0,True,5.0,1421,True,16.0,True,ANTLER,MO,760008.0,Post Office,Wright,37.2167176,-92.2934954,37.2167176,-92.2934954,Missouri,38.29739780113773,-92.40621321592816
ANTONIA,ANTONIA,MO,Jefferson,1874.0,1905.0,True,5.0,1429,True,31.0,True,ANTONIA,MO,735487.0,Populated Place,Jefferson,38.3625546,-90.4656776,38.3625546,-90.4656776,Missouri,38.29739780113773,-92.40621321592816
ANTRIM,ANTRIM,MO,Wright,1880.0,1907.0,True,5.0,1432,True,27.0,True,ANTRIM,MO,760009.0,Post Office,Wright,37.1900508,-92.6485023,37.1900508,-92.6485023,Missouri,38.29739780113773,-92.40621321592816
ANUTT,ANUTT,MO,Dent,1890.0,1963.0,True,1.0,1440,True,73.0,True,ANUTT,MO,713351.0,Populated Place,Dent,37.7158757,-91.7198751,37.7158757,-91.7198751,Missouri,38.29739780113773,-92.40621321592816
APEX,APEX,MO,Lincoln,1880.0,1941.0,True,2.0,1452,True,61.0,True,APEX,MO,740628.0,Populated Place,Lincoln,39.1108824,-90.7551252,39.1108824,-90.7551252,Missouri,38.29739780113773,-92.40621321592816
APPLE  CREEK,APPLE  CREEK,MO,Cape Girardeau,1818.0,1856.0,True,5.0,1465,True,38.0,True,APPLE CREEK,MO,730542.0,Populated Place,Cape Girardeau,37.5825511,-89.7378784,37.5825511,-89.7378784,Missouri,38.29739780113773,-92.40621321592816
APPLE  CREEK,APPLE  CREEK,MO,Perry,1901.0,1909.0,True,4.0,1466,True,8.0,True,APPLE CREEK,MO,736347.0,Populated Place,Perry,37.6128292,-89.7509351,37.6128292,-89.7509351,Missouri,38.29739780113773,-92.40621321592816
APPLETON,APPLETON,MO,Cape Girardeau,1856.0,1917.0,True,1.0,1475,True,61.0,True,APPLETON,MO,739974.0,Populated Place,Cape Girardeau,37.5972733,-89.7128784,37.5972733,-89.7128784,Missouri,38.29739780113773,-92.40621321592816
APTUS,APTUS,MO,Washington,1890.0,1915.0,True,4.0,1500,True,25.0,True,APTUS,MO,740629.0,Populated Place,Washington,38.0403267,-90.8484662,38.0403267,-90.8484662,Missouri,38.29739780113773,-92.40621321592816
AQUILLA,AQUILLA,MO,Stoddard,1892.0,1908.0,True,5.0,1515,True,16.0,True,AQUILLA,MO,713363.0,Populated Place,Stoddard,36.9469955,-89.9148125,36.9469955,-89.9148125,Missouri,38.29739780113773,-92.40621321592816
ARAB,ARAB,MO,Wayne,1905.0,1943.0,True,2.0,1519,True,38.0,True,ARAB,MO,739922.0,Populated Place,Wayne,37.0708851,-90.1195455,37.0708851,-90.1195455,Missouri,38.29739780113773,-92.40621321592816
ARATOR,ARATOR,MO,Pettis,1835.0,1862.0,True,6.0,1532,True,27.0,True,ARATOR,MO,745435.0,School,Pettis,38.714462,-93.09159,38.714462,-93.09159,Missouri,38.29739780113773,-92.40621321592816
ARBOR,ARBOR,MO,Cape Girardeau,1884.0,1928.0,True,3.0,1538,True,44.0,True,ARBOR,MO,713366.0,Populated Place,Cape Girardeau,37.1592184,-89.8023141,37.1592184,-89.8023141,Missouri,38.29739780113773,-92.40621321592816
ARDATH,ARDATH,MO,Barton,1913.0,1914.0,True,6.0,1603,True,1.0,True,ARDATH,MO,740631.0,Populated Place,Barton,37.6100456,-94.6052363,37.6100456,-94.6052363,Missouri,38.29739780113773,-92.40621321592816
ARDEN,ARDEN,MO,Douglas,1886.0,1924.0,True,3.0,1608,True,38.0,True,ARDEN,MO,740632.0,Populated Place,Douglas,36.9853313,-92.8046151,36.9853313,-92.8046151,Missouri,38.29739780113773,-92.40621321592816
ARDEOLA,ARDEOLA,MO,Stoddard,1889.0,1949.0,False,1.0,1616,True,60.0,True,ARDEOLA,MO,713375.0,Populated Place,Stoddard,37.001161,-89.8528659,37.001161,-89.8528659,Missouri,38.29739780113773,-92.40621321592816
ARDITTA,ARDITTA,MO,Howell,1904.0,1934.0,True,2.0,1618,True,30.0,True,ARDITTA,MO,713376.0,Populated Place,Howell,36.6164509,-92.0626538,36.6164509,-92.0626538,Missouri,38.29739780113773,-92.40621321592816
ARDMORE,ARDMORE,MO,Macon,1889.0,1929.0,True,3.0,1619,True,40.0,True,ARDMORE,MO,713377.0,Populated Place,Macon,39.6430885,-92.5357417,39.6430885,-92.5357417,Missouri,38.29739780113773,-92.40621321592816
ARGENTVILLE,ARGENTVILLE,MO,Lincoln,1879.0,1907.0,True,5.0,1640,True,28.0,True,ARGENTVILLE,MO,740633.0,Populated Place,Lincoln,39.0161606,-90.7981836,39.0161606,-90.7981836,Missouri,38.29739780113773,-92.40621321592816
ARGO,ARGO,MO,Franklin/Crawford,1836.0,1906.0,False,4.0,1642,True,70.0,True,ARGO,MO,713381.0,School,Franklin,38.2250477,-91.3407056,38.2250477,-91.3407056,Missouri,38.29739780113773,-92.40621321592816
ARGOLA,ARGOLA,MO,Lewis,1879.0,1901.0,True,5.0,1651,True,22.0,True,ARGOLA,MO,755595.0,Populated Place,Lewis,39.9975434,-91.7871098,39.9975434,-91.7871098,Missouri,38.29739780113773,-92.40621321592816
ARK,ARK,MO,Dent,1901.0,1915.0,True,4.0,1689,True,14.0,True,ARK,MO,740142.0,Populated Place,Dent,37.6811563,-91.3359731,37.6811563,-91.3359731,Missouri,38.29739780113773,-92.40621321592816
ARKOE,ARKOE,MO,Nodaway,1877.0,1953.0,True,1.0,1706,True,76.0,True,ARKOE,MO,713384.0,Populated Place,Nodaway,40.2580466,-94.827747,40.2580466,-94.827747,Missouri,38.29739780113773,-92.40621321592816
ARLEY,ARLEY,MO,Clay,1893.0,1907.0,True,5.0,1715,True,14.0,True,ARLEY,MO,740635.0,Populated Place,Clay,39.4044452,-94.4452282,39.4044452,-94.4452282,Missouri,38.29739780113773,-92.40621321592816
ARLINGTON,ARLINGTON,MO,Phelps,1868.0,1958.0,True,1.0,1721,True,90.0,True,ARLINGTON,MO,748611.0,Populated Place,Phelps,37.9203181,-91.9709958,37.9203181,-91.9709958,Missouri,38.29739780113773,-92.40621321592816
ARNETT,ARNETT,MO,McDonald,1898.0,1916.0,True,4.0,1781,True,18.0,True,ARNETT,MO,740063.0,Populated Place,McDonald,36.5625735,-94.222153,36.5625735,-94.222153,Missouri,38.29739780113773,-92.40621321592816
ARNICA,ARNICA,MO,Cedar,1883.0,1907.0,True,5.0,1784,True,24.0,True,ARNICA,MO,729838.0,Populated Place,Cedar,37.7517042,-93.7085408,37.7517042,-93.7085408,Missouri,38.29739780113773,-92.40621321592816
ARNO,ARNO,MO,Douglas,1867.0,1933.0,True,2.0,1785,True,66.0,True,ARNO,MO,713392.0,Populated Place,Douglas,36.9397768,-92.7471136,36.9397768,-92.7471136,Missouri,38.29739780113773,-92.40621321592816
ARNOLDSVILLE,ARNOLDSVILLE,MO,Buchanan,1853.0,1888.0,False,6.0,1806,True,35.0,True,ARNOLDSVILLE,MO,746556.0,School,Buchanan,39.5422189,-94.7477383,39.5422189,-94.7477383,Missouri,38.29739780113773,-92.40621321592816
ARNSBERG,ARNSBERG,MO,Cape Girardeau,1874.0,1917.0,True,4.0,1814,True,43.0,True,ARNSBERG,MO,740636.0,Populated Place,Cape Girardeau,37.5697739,-89.7776013,37.5697739,-89.7776013,Missouri,38.29739780113773,-92.40621321592816
AROMA,AROMA,MO,Newton,1910.0,1911.0,True,6.0,1815,True,1.0,True,AROMA,MO,713398.0,Populated Place,Newton,36.8636783,-94.2646603,36.8636783,-94.2646603,Missouri,38.29739780113773,-92.40621321592816
ARROLL,ARROLL,MO,Texas,1899.0,1957.0,False,1.0,1830,True,58.0,True,ARROLL,MO,713401.0,Populated Place,Texas,37.1075516,-91.7265344,37.1075516,-91.7265344,Missouri,38.29739780113773,-92.40621321592816
ARROYO,ARROYO,MO,Phelps,1904.0,1906.0,True,6.0,1837,True,2.0,True,ARROYO,MO,740433.0,Locale,Phelps,37.8661517,-91.9634946,37.8661517,-91.9634946,Missouri,38.29739780113773,-92.40621321592816
ART,ART,MO,Newton,1889.0,1901.0,True,5.0,1840,True,12.0,True,ART,MO,740492.0,Locale,Newton,36.8181228,-94.4802198,36.8181228,-94.4802198,Missouri,38.29739780113773,-92.40621321592816
ARTESIAN SPRINGS,ARTESIAN SPRINGS,MO,Platte,1891.0,1895.0,True,5.0,1851,True,4.0,True,ARTESIAN SPRINGS,MO,730229.0,Populated Place,Platte,39.2613908,-94.6963477,39.2613908,-94.6963477,Missouri,38.29739780113773,-92.40621321592816
ARTHUR,ARTHUR,MO,Vernon,1881.0,1936.0,True,2.0,1854,True,55.0,True,ARTHUR,MO,713409.0,Populated Place,Vernon,38.0130892,-94.3693949,38.0130892,-94.3693949,Missouri,38.29739780113773,-92.40621321592816
ASCALON,ASCALON,MO,St. Louis,1896.0,1904.0,True,5.0,1899,True,8.0,True,ASCALON,MO,755700.0,Populated Place,St. Louis,38.700885,-90.4095617,38.700885,-90.4095617,Missouri,38.29739780113773,-92.40621321592816
ASH,ASH,MO,Monroe,1884.0,1904.0,True,5.0,1905,True,20.0,True,ASH,MO,740638.0,Populated Place,Monroe,39.5150364,-92.2899013,39.5150364,-92.2899013,Missouri,38.29739780113773,-92.40621321592816
ASH HILL,ASH HILL,MO,Butler,1861.0,1894.0,False,4.0,1912,True,33.0,True,ASH HILL,MO,713419.0,Populated Place,Butler,36.7756104,-90.2331594,36.7756104,-90.2331594,Missouri,38.29739780113773,-92.40621321592816
ASHERVILLE,ASHERVILLE,MO,Stoddard,1872.0,1927.0,True,3.0,1937,True,55.0,True,ASHERVILLE,MO,713433.0,Populated Place,Stoddard,36.8986642,-90.1873242,36.8986642,-90.1873242,Missouri,38.29739780113773,-92.40621321592816
ASHLEY,ASHLEY,MO,Pike,1835.0,1965.0,True,1.0,1969,True,130.0,True,ASHLEY,MO,729421.0,Populated Place,Pike,39.2511547,-91.2204236,39.2511547,-91.2204236,Missouri,38.29739780113773,-92.40621321592816
ASHLEY CREEK,ASHLEY CREEK,MO,Texas,1936.0,1951.0,True,1.0,1977,True,15.0,True,ASHLEY CREEK,MO,740639.0,Populated Place,Texas,37.403101,-91.6884813,37.403101,-91.6884813,Missouri,38.29739780113773,-92.40621321592816
ASHTON,ASHTON,MO,Clark,1851.0,1954.0,True,1.0,1998,True,103.0,True,ASHTON,MO,713445.0,Populated Place,Clark,40.4461499,-91.8076678,40.4461499,-91.8076678,Missouri,38.29739780113773,-92.40621321592816
ASPER,ASPER,MO,Livingston/Carroll,1869.0,1903.0,True,5.0,2039,True,34.0,True,ASPER,MO,713450.0,School,Livingston,39.6294645,-93.4782678,39.6294645,-93.4782678,Missouri,38.29739780113773,-92.40621321592816
ASTORIA,ASTORIA,MO,Wright,1844.0,1937.0,False,2.0,2068,True,93.0,True,ASTORIA,MO,735042.0,Populated Place,Wright,37.3797697,-92.288774,37.3797697,-92.288774,Missouri,38.29739780113773,-92.40621321592816
