name,orig_name,state,orig_county,established,discontinued,continuous,stamp_index,id,coordinates,duration,gnis_match,gnis_name,gnis_state,gnis_feature_id,gnis_feature_class,gnis_orig_county,gnis_latitude,gnis_longitude,latitude,longitude,state_full,state_latitude,state_longitude
DILLON,DILLON,MO,Phelps,1861.0,1954.0,False,1.0,15338,True,93.0,True,DILLON,MO,729471.0,Populated Place,Phelps,37.9719863,-91.6979346,37.9719863,-91.6979346,Missouri,38.29739780113773,-92.40621321592816
DIMPLE,DIMPLE,MO,Jasper,1890.0,1901.0,True,5.0,15365,True,11.0,True,DIMPLE,MO,740287.0,Locale,Jasper,37.2008903,-94.2002201,37.2008903,-94.2002201,Missouri,38.29739780113773,-92.40621321592816
DINA,DINA,MO,Franklin,1901.0,1904.0,True,6.0,15367,True,3.0,True,DINA,MO,759790.0,Post Office,Franklin,38.4317189,-90.9154162,38.4317189,-90.9154162,Missouri,38.29739780113773,-92.40621321592816
DINGLEY,DINGLEY,MO,Osage,1907.0,1909.0,True,5.0,15371,True,2.0,True,DINGLEY,MO,738716.0,Populated Place,Osage,38.3011567,-91.6807193,38.3011567,-91.6807193,Missouri,38.29739780113773,-92.40621321592816
DINSMORE,DINSMORE,MO,Mercer,1891.0,1903.0,True,5.0,15377,True,12.0,True,DINSMORE,MO,740268.0,Populated Place,Mercer,40.3411182,-93.7449466,40.3411182,-93.7449466,Missouri,38.29739780113773,-92.40621321592816
DIRK,DIRK,MO,Mississippi,1905.0,1916.0,True,4.0,15388,True,11.0,True,DIRK,MO,754330.0,School,Mississippi,36.8639431,-89.2053487,36.8639431,-89.2053487,Missouri,38.29739780113773,-92.40621321592816
DISSEN,DISSEN,MO,Franklin,1899.0,1909.0,True,4.0,15397,True,10.0,True,DISSEN,MO,716915.0,Populated Place,Franklin,38.5597713,-91.2759882,38.5597713,-91.2759882,Missouri,38.29739780113773,-92.40621321592816
DIT,DIT,MO,Taney,1899.0,1908.0,True,4.0,15406,True,9.0,True,DIT,MO,751254.0,Populated Place,Taney,36.6108962,-92.8001705,36.6108962,-92.8001705,Missouri,38.29739780113773,-92.40621321592816
DIXIE,DIXIE,MO,Callaway,1892.0,1905.0,True,5.0,15437,True,13.0,True,DIXIE,MO,749666.0,Populated Place,Callaway,38.7189298,-92.0093504,38.7189298,-92.0093504,Missouri,38.29739780113773,-92.40621321592816
DOCKERY,DOCKERY,MO,Ray,1888.0,1904.0,True,5.0,15496,True,16.0,True,DOCKERY,MO,716932.0,Populated Place,Ray,39.3611216,-93.9885526,39.3611216,-93.9885526,Missouri,38.29739780113773,-92.40621321592816
DODD,DODD,MO,Macon,1894.0,1901.0,True,5.0,15504,True,7.0,True,DODD,MO,741993.0,Locale,Macon,39.8497531,-92.6699139,39.8497531,-92.6699139,Missouri,38.29739780113773,-92.40621321592816
DODSON,DODSON,MO,Jackson,1888.0,1956.0,True,1.0,15522,True,68.0,True,DODSON,MO,716940.0,Populated Place,Jackson,38.9750062,-94.5530106,38.9750062,-94.5530106,Missouri,38.29739780113773,-92.40621321592816
DOE RUN,DOE RUN,MO,Reynolds,1879.0,1883.0,True,6.0,15531,True,4.0,True,DOE RUN,MO,716946.0,Cemetery,Reynolds,37.1510506,-90.8485384,37.1510506,-90.8485384,Missouri,38.29739780113773,-92.40621321592816
DOGWOOD,DOGWOOD,MO,Douglas,1880.0,1909.0,True,4.0,15540,True,29.0,True,DOGWOOD,MO,716961.0,Populated Place,Douglas,37.0378303,-92.831005,37.0378303,-92.831005,Missouri,38.29739780113773,-92.40621321592816
DONGOLA,DONGOLA,MO,Bollinger,1899.0,1923.0,True,3.0,15604,True,24.0,True,DONGOLA,MO,716975.0,Populated Place,Bollinger,37.1681078,-89.9598196,37.1681078,-89.9598196,Missouri,38.29739780113773,-92.40621321592816
DONIA,DONIA,MO,St. Clair,1896.0,1906.0,True,5.0,15607,True,10.0,True,DONIA,MO,759583.0,Post Office,St. Clair,37.9772546,-94.0416088,37.9772546,-94.0416088,Missouri,38.29739780113773,-92.40621321592816
DORCHESTER,DORCHESTER,MO,Greene,1881.0,1904.0,True,5.0,15655,True,23.0,True,DORCHESTER,MO,735641.0,Populated Place,Greene,37.2094937,-93.3860245,37.2094937,-93.3860245,Missouri,38.29739780113773,-92.40621321592816
DOREAS,DOREAS,MO,Stone,1896.0,1903.0,True,5.0,15664,True,7.0,True,DORCAS,MO,755656.0,Populated Place,Stone,36.5981195,-93.4637984,36.5981195,-93.4637984,Missouri,38.29739780113773,-92.40621321592816
DORENA,DORENA,MO,Mississippi,1899.0,1973.0,False,1.0,15665,True,74.0,True,DORENA,MO,716988.0,Populated Place,Mississippi,36.616171,-89.2372917,36.616171,-89.2372917,Missouri,38.29739780113773,-92.40621321592816
DORMIS,DORMIS,MO,Ozark,1908.0,1927.0,True,3.0,15681,True,19.0,True,DORMIS,MO,733821.0,Populated Place,Ozark,36.6720056,-92.2423804,36.6720056,-92.2423804,Missouri,38.29739780113773,-92.40621321592816
DOSS,DOSS,MO,Dent,1888.0,1966.0,False,1.0,15709,True,78.0,True,DOSS,MO,755476.0,Populated Place,Dent,37.5761554,-91.4848669,37.5761554,-91.4848669,Missouri,38.29739780113773,-92.40621321592816
DOTHAM,DOTHAM,MO,Atchison,1879.0,1902.0,True,5.0,15729,True,23.0,True,DOTHAM,MO,738571.0,Populated Place,Atchison,40.3352723,-95.2363655,40.3352723,-95.2363655,Missouri,38.29739780113773,-92.40621321592816
DOUGLAS,DOUGLAS,MO,Gentry,1856.0,1901.0,False,4.0,15773,True,45.0,True,DOUGLAS,MO,759668.0,Post Office,Gentry,40.1044383,-94.5969058,40.1044383,-94.5969058,Missouri,38.29739780113773,-92.40621321592816
DOUGLAS,DOUGLAS,MO,Pemiscot,1904.0,1922.0,True,3.0,15774,True,18.0,True,DOUGLAS,MO,739544.0,Populated Place,Pemiscot,36.0253495,-89.8420288,36.0253495,-89.8420288,Missouri,38.29739780113773,-92.40621321592816
DOVE,DOVE,MO,Laclede,1899.0,1929.0,True,3.0,15804,True,30.0,True,DOVE,MO,717018.0,Populated Place,Laclede,37.7908722,-92.6826781,37.7908722,-92.6826781,Missouri,38.29739780113773,-92.40621321592816
DOYLE,DOYLE,MO,Ripley,1899.0,1916.0,True,4.0,15878,True,17.0,True,DOYLE,MO,760070.0,Post Office,Ripley,36.5997815,-90.9098462,36.5997815,-90.9098462,Missouri,38.29739780113773,-92.40621321592816
DOYLESPORT,DOYLESPORT,MO,Barton,1868.0,1877.0,False,6.0,15888,True,9.0,True,DOYLESPORT,MO,717039.0,Cemetery,Barton,37.6150372,-94.1929936,37.6150372,-94.1929936,Missouri,38.29739780113773,-92.40621321592816
DRAKE,DRAKE,MO,Gasconade,1868.0,1936.0,True,2.0,15910,True,68.0,True,DRAKE,MO,717043.0,Populated Place,Gasconade,38.468381,-91.4646046,38.468381,-91.4646046,Missouri,38.29739780113773,-92.40621321592816
DRAKEMORE,DRAKEMORE,MO,Jackson,1898.0,1902.0,True,5.0,15917,True,4.0,True,DRAKEMORE,MO,734918.0,Locale,Jackson,39.0183389,-94.5744002,39.0183389,-94.5744002,Missouri,38.29739780113773,-92.40621321592816
DRESDEN,DRESDEN,MO,Pettis,1863.0,1954.0,True,1.0,15952,True,91.0,True,DRESDEN,MO,717048.0,Populated Place,Pettis,38.7511259,-93.3349305,38.7511259,-93.3349305,Missouri,38.29739780113773,-92.40621321592816
DREW,DREW,MO,Laclede,1892.0,1930.0,True,2.0,15969,True,38.0,True,DREW,MO,749696.0,Populated Place,Laclede,37.5481001,-92.4682239,37.5481001,-92.4682239,Missouri,38.29739780113773,-92.40621321592816
DRIPPING SPRING,DRIPPING SPRING,MO,Boone,1873.0,1909.0,True,4.0,16005,True,36.0,True,DRIPPING SPRING,MO,717051.0,Locale,Boone,39.0861502,-92.3721255,39.0861502,-92.3721255,Missouri,38.29739780113773,-92.40621321592816
DRUM,DRUM,MO,Bollinger,1893.0,1916.0,True,4.0,16023,True,23.0,True,DRUM,MO,740815.0,Populated Place,Bollinger,37.1886634,-89.893707,37.1886634,-89.893707,Missouri,38.29739780113773,-92.40621321592816
DRURY,DRURY,MO,Douglas,1893.0,1997.0,True,1.0,16032,True,104.0,True,DRURY,MO,749698.0,Populated Place,Douglas,36.9300558,-92.3226612,36.9300558,-92.3226612,Missouri,38.29739780113773,-92.40621321592816
DRY BRANCH,DRY BRANCH,MO,Franklin,1858.0,1892.0,False,4.0,16035,True,34.0,True,DRY BRANCH,MO,731526.0,Populated Place,Franklin,38.3017174,-91.0406971,38.3017174,-91.0406971,Missouri,38.29739780113773,-92.40621321592816
DRY FORK,DRY FORK,MO,Ralls,1833.0,1844.0,True,7.0,16049,True,11.0,True,DRY FORK,MO,743925.0,Locale,Ralls,39.4600414,-91.6112687,39.4600414,-91.6112687,Missouri,38.29739780113773,-92.40621321592816
DRY GLAZE,DRY GLAZE,MO,Camden,1846.0,1857.0,True,6.0,16053,True,11.0,True,DRY GLAIZE,MO,759570.0,Populated Place,Camden,37.9355937,-92.4451759,37.9355937,-92.4451759,Missouri,38.29739780113773,-92.40621321592816
DRY GLAZE,DRY GLAZE,MO,Laclede,1857.0,1907.0,False,4.0,16054,True,50.0,True,DRYGLAIZE,MO,740363.0,Locale,Laclede,37.8058722,-92.6357329,37.8058722,-92.6357329,Missouri,38.29739780113773,-92.40621321592816
DRY RIDGE,DRY RIDGE,MO,Camden,1874.0,1877.0,True,7.0,16062,True,3.0,True,DRY RIDGE,MO,717130.0,School,Camden,37.9278126,-92.9540775,37.9278126,-92.9540775,Missouri,38.29739780113773,-92.40621321592816
DRYDEN,DRYDEN,MO,Ripley,1891.0,1905.0,True,5.0,16076,True,14.0,True,DRYDEN,MO,760071.0,Post Office,Ripley,36.681168,-90.7478979,36.681168,-90.7478979,Missouri,38.29739780113773,-92.40621321592816
DRYNOB,DRYNOB,MO,Laclede,1881.0,1956.0,True,1.0,16083,True,75.0,True,DRYNOB,MO,749740.0,Populated Place,Laclede,37.6417094,-92.4504473,37.6417094,-92.4504473,Missouri,38.29739780113773,-92.40621321592816
DUCK,DUCK,MO,Cole,1894.0,1896.0,True,6.0,16115,True,2.0,True,DUCK,MO,741248.0,Populated Place,Cole,38.618922,-92.2771296,38.618922,-92.2771296,Missouri,38.29739780113773,-92.40621321592816
DUDENVILLE,DUDENVILLE,MO,Jasper,1881.0,1901.0,True,5.0,16136,True,20.0,True,DUDENVILLE,MO,729877.0,Populated Place,Jasper,37.3056082,-94.0832735,37.3056082,-94.0832735,Missouri,38.29739780113773,-92.40621321592816
DUGGAN,DUGGAN,MO,Wright,1891.0,1906.0,True,5.0,16174,True,15.0,True,DUGGAN,MO,760010.0,Post Office,Wright,37.194218,-92.4137758,37.194218,-92.4137758,Missouri,38.29739780113773,-92.40621321592816
DUMAS,DUMAS,MO,Clark,1888.0,1917.0,True,4.0,16214,True,29.0,True,DUMAS,MO,731706.0,Populated Place,Clark,40.5211509,-91.6354393,40.5211509,-91.6354393,Missouri,38.29739780113773,-92.40621321592816
DUMPVILLE,DUMPVILLE,MO,Pettis,1884.0,1905.0,True,5.0,16230,True,21.0,True,DUMPVILLE,MO,744943.0,Locale,Pettis,38.5544635,-93.2240938,38.5544635,-93.2240938,Missouri,38.29739780113773,-92.40621321592816
DUNCAN'S BRIDGE,DUNCAN'S BRIDGE,MO,Monroe,1875.0,1943.0,True,2.0,16264,True,68.0,True,DUNCANS BRIDGE,MO,729304.0,Populated Place,Monroe,39.5755923,-92.2637906,39.5755923,-92.2637906,Missouri,38.29739780113773,-92.40621321592816
DUNDAS,DUNDAS,MO,Pulaski,1869.0,1884.0,True,5.0,16275,True,15.0,True,DUNDAS,MO,744635.0,Locale,Pulaski,37.6858754,-92.1965534,37.6858754,-92.1965534,Missouri,38.29739780113773,-92.40621321592816
DUNDEE,DUNDEE,MO,Franklin,1857.0,1908.0,True,4.0,16277,True,51.0,True,DUNDEE,MO,740818.0,Populated Place,Franklin,38.5933835,-91.1245927,38.5933835,-91.1245927,Missouri,38.29739780113773,-92.40621321592816
DUNKLE'S STORE,DUNKLE'S STORE,MO,Lawrence,1854.0,1876.0,False,5.0,16300,True,22.0,True,DUNKLES STORE,MO,729916.0,Populated Place,Lawrence,37.244495,-93.6602028,37.244495,-93.6602028,Missouri,38.29739780113773,-92.40621321592816
DUNKLIN COURT HOUSE,DUNKLIN COURT HOUSE,MO,Dunklin,1845.0,1846.0,True,8.0,16302,True,1.0,True,DUNKLIN,MO,758489.0,Civil,Dunklin,36.1059686,-90.1657585,36.1059686,-90.1657585,Missouri,38.29739780113773,-92.40621321592816
DUNKSBURG,DUNKSBURG,MO,Johnson,1890.0,1904.0,True,5.0,16304,True,14.0,True,DUNKSBURG,MO,729728.0,Populated Place,Johnson,38.899183,-93.4977111,38.899183,-93.4977111,Missouri,38.29739780113773,-92.40621321592816
DUNLAP,DUNLAP,MO,Grundy,1888.0,1942.0,True,2.0,16306,True,54.0,True,DUNLAP,MO,754216.0,Populated Place,Grundy,40.1083483,-93.4824384,40.1083483,-93.4824384,Missouri,38.29739780113773,-92.40621321592816
DURGEN,DURGEN,MO,Lewis,1895.0,1905.0,True,4.0,16384,True,10.0,True,DURGEN,MO,759832.0,Populated Place,Lewis,40.0725446,-91.6329376,40.0725446,-91.6329376,Missouri,38.29739780113773,-92.40621321592816
DURGEN'S CREEK,DURGEN'S CREEK,MO,Lewis,1855.0,1895.0,False,4.0,16385,True,40.0,True,DURGENS CREEK,MO,765605.0,Post Office,Lewis,40.0725446,-91.6329376,40.0725446,-91.6329376,Missouri,38.29739780113773,-92.40621321592816
DURNELL,DURNELL,MO,Stoddard,1906.0,1926.0,False,3.0,16406,True,20.0,True,DURNELL,MO,740125.0,Populated Place,Stoddard,36.9686613,-89.8142531,36.9686613,-89.8142531,Missouri,38.29739780113773,-92.40621321592816
DUROC,DUROC,MO,Benton,1847.0,1914.0,False,3.0,16407,True,67.0,True,DUROC,MO,744884.0,Locale,Benton,38.2353049,-93.1563104,38.2353049,-93.1563104,Missouri,38.29739780113773,-92.40621321592816
DUVAL,DUVAL,MO,Barton,1891.0,1902.0,True,5.0,16448,True,11.0,True,DUVAL,MO,740488.0,Locale,Barton,37.4022733,-94.3966171,37.4022733,-94.3966171,Missouri,38.29739780113773,-92.40621321592816
DUVAL,DUVAL,MO,Jasper,1875.0,1876.0,True,8.0,16449,True,1.0,True,DUVAL,MO,766807.0,Civil,Jasper,37.3077608,-94.4501564,37.3077608,-94.4501564,Missouri,38.29739780113773,-92.40621321592816
DYE,DYE,MO,Platte,1888.0,1902.0,True,5.0,16477,True,14.0,True,DYE,MO,740820.0,Populated Place,Platte,39.4849964,-94.9288523,39.4849964,-94.9288523,Missouri,38.29739780113773,-92.40621321592816
DYKES,DYKES,MO,Texas,1871.0,1933.0,True,2.0,16496,True,62.0,True,DYKES,MO,717228.0,Populated Place,Texas,37.3336592,-92.1157144,37.3336592,-92.1157144,Missouri,38.29739780113773,-92.40621321592816
EAGLE,EAGLE,MO,Harrison,1853.0,1881.0,True,4.0,16518,True,28.0,True,EAGLE,MO,730088.0,Populated Place,Harrison,40.4691664,-93.9871736,40.4691664,-93.9871736,Missouri,38.29739780113773,-92.40621321592816
EAGLETTE,EAGLETTE,MO,Stoddard,1904.0,1909.0,True,4.0,16575,True,5.0,True,EAGLETTE,MO,740821.0,Populated Place,Stoddard,37.035607,-90.0395411,37.035607,-90.0395411,Missouri,38.29739780113773,-92.40621321592816
EARL,EARL,MO,Callaway,1891.0,1907.0,True,5.0,16589,True,16.0,True,EARL,MO,740822.0,Populated Place,Callaway,38.9311523,-92.061293,38.9311523,-92.061293,Missouri,38.29739780113773,-92.40621321592816
EASLEY,EASLEY,MO,Boone,1893.0,1951.0,True,1.0,16638,True,58.0,True,EASLEY,MO,717248.0,Populated Place,Boone,38.8017009,-92.3760203,38.8017009,-92.3760203,Missouri,38.29739780113773,-92.40621321592816
EAST ATCHISON,EAST ATCHISON,MO,Buchanan,1878.0,1923.0,True,2.0,16661,True,45.0,True,EAST ATCHISON,MO,730252.0,Populated Place,Buchanan,39.5597186,-95.1074685,39.5597186,-95.1074685,Missouri,38.29739780113773,-92.40621321592816
EAST BONNE TERRE,EAST BONNE TERRE,MO,St. Francois,1889.0,1913.0,False,4.0,16705,True,24.0,True,EAST BONNE TERRE,MO,756008.0,Populated Place,St. Francois,37.9211627,-90.5276255,37.9211627,-90.5276255,Missouri,38.29739780113773,-92.40621321592816
EAST KANSAS CITY,EAST KANSAS CITY,MO,Clay,1920.0,1928.0,True,1.0,16959,True,8.0,True,EAST KANSAS CITY,MO,729264.0,Populated Place,Clay,39.1600036,-94.495231,39.1600036,-94.495231,Missouri,38.29739780113773,-92.40621321592816
EAST LEAVENWORTH,EAST LEAVENWORTH,MO,Platte,1883.0,1966.0,False,1.0,16975,True,83.0,True,EAST LEAVENWORTH,MO,740823.0,Populated Place,Platte,39.3144447,-94.8519068,39.3144447,-94.8519068,Missouri,38.29739780113773,-92.40621321592816
EASTERVILLE,EASTERVILLE,MO,Caldwell,1884.0,1887.0,False,6.0,17343,True,3.0,True,EASTERVILLE,MO,739615.0,Populated Place,Caldwell,39.6272331,-93.8991048,39.6272331,-93.8991048,Missouri,38.29739780113773,-92.40621321592816
EASTLAKE,EASTLAKE,MO,New Madrid,1892.0,1905.0,True,5.0,17349,True,13.0,True,EAST LAKE,MO,740556.0,Populated Place,New Madrid,36.8069986,-89.5203556,36.8069986,-89.5203556,Missouri,38.29739780113773,-92.40621321592816
EASTVIEW,EASTVIEW,MO,Taney,1901.0,1928.0,True,3.0,17384,True,27.0,True,EASTVIEW,MO,740534.0,Populated Place,Taney,36.7306155,-92.7779479,36.7306155,-92.7779479,Missouri,38.29739780113773,-92.40621321592816
EASTWOOD,EASTWOOD,MO,Carter,1911.0,1923.0,True,3.0,17390,True,12.0,True,EASTWOOD,MO,749789.0,Populated Place,Carter,36.8908864,-91.0329058,36.8908864,-91.0329058,Missouri,38.29739780113773,-92.40621321592816
EAUDEVIE,EAUDEVIE,MO,Christian,1880.0,1930.0,True,2.0,17421,True,50.0,True,EAUDEVIE,MO,759840.0,Post Office,Christian,36.8433909,-93.1990705,36.8433909,-93.1990705,Missouri,38.29739780113773,-92.40621321592816
EBB,EBB,MO,St. Clair,1902.0,1913.0,True,4.0,17424,True,11.0,True,EBB,MO,759587.0,Post Office,St. Clair,37.9311444,-93.8763255,37.9311444,-93.8763255,Missouri,38.29739780113773,-92.40621321592816
EBENEZER,EBENEZER,MO,Greene,1866.0,1901.0,True,4.0,17430,True,35.0,True,EBENEZER,MO,717374.0,Populated Place,Greene,37.340323,-93.3071343,37.340323,-93.3071343,Missouri,38.29739780113773,-92.40621321592816
ECCLES,ECCLES,MO,Chariton,1893.0,1906.0,True,5.0,17453,True,13.0,True,ECCLES,MO,740824.0,Populated Place,Chariton,39.4891935,-92.8688027,39.4891935,-92.8688027,Missouri,38.29739780113773,-92.40621321592816
ECHO,ECHO,MO,Chariton,1892.0,1906.0,True,5.0,17459,True,14.0,True,ECHO,MO,740603.0,Populated Place,Chariton,39.5980828,-92.848526,39.5980828,-92.848526,Missouri,38.29739780113773,-92.40621321592816
ECKELKAMP,ECKELKAMP,MO,Warren,1891.0,1893.0,True,3.0,17477,True,2.0,True,ECKELKAMP,MO,731557.0,Populated Place,Warren,38.6503271,-91.1362599,38.6503271,-91.1362599,Missouri,38.29739780113773,-92.40621321592816
ECONOMY,ECONOMY,MO,Macon,1856.0,1906.0,True,4.0,17486,True,50.0,True,ECONOMY,MO,1934720.0,Post Office,Macon,39.888665,-92.424653,39.888665,-92.424653,Missouri,38.29739780113773,-92.40621321592816
EDANVILLE,EDANVILLE,MO,Texas,1892.0,1926.0,False,3.0,17498,True,34.0,True,EDANVILLE,MO,735314.0,Populated Place,Texas,37.5933763,-92.048493,37.5933763,-92.048493,Missouri,38.29739780113773,-92.40621321592816
EDGAR   PRAIRIE,EDGAR   PRAIRIE,MO,Phelps,1870.0,1872.0,True,7.0,17560,True,2.0,True,EDGAR PRAIRIE,MO,749801.0,Populated Place,Phelps,37.7044863,-91.8665452,37.7044863,-91.8665452,Missouri,38.29739780113773,-92.40621321592816
EDGEHILL,EDGEHILL,MO,Reynolds,1870.0,1932.0,True,2.0,17582,True,62.0,True,EDGEHILL,MO,749802.0,Populated Place,Reynolds,37.5883807,-90.9334594,37.5883807,-90.9334594,Missouri,38.29739780113773,-92.40621321592816
EDGERTON JUNCTION,EDGERTON JUNCTION,MO,Platte,1899.0,1916.0,True,3.0,17594,True,17.0,True,EDGERTON JUNCTION,MO,755547.0,Populated Place,Platte,39.4774978,-94.6749577,39.4774978,-94.6749577,Missouri,38.29739780113773,-92.40621321592816
EDGEWOOD,EDGEWOOD,MO,Pike,1879.0,1955.0,True,1.0,17604,True,76.0,True,EDGEWOOD,MO,717402.0,Populated Place,Pike,39.2717121,-91.0748611,39.2717121,-91.0748611,Missouri,38.29739780113773,-92.40621321592816
EDINBURG,EDINBURG,MO,Grundy,1857.0,1907.0,True,4.0,17618,True,50.0,True,EDINBURG,MO,730090.0,Populated Place,Grundy,40.0814003,-93.6938313,40.0814003,-93.6938313,Missouri,38.29739780113773,-92.40621321592816
EDINBURG,EDINBURG,MO,Scotland,1840.0,1845.0,True,7.0,17619,True,5.0,True,EDINBURG,MO,733065.0,Populated Place,Scotland,40.3736467,-92.1846267,40.3736467,-92.1846267,Missouri,38.29739780113773,-92.40621321592816
EDITH,EDITH,MO,Camden,1894.0,1918.0,True,4.0,17640,True,24.0,True,EDITH,MO,740045.0,Populated Place,Camden,37.949757,-92.8746312,37.949757,-92.8746312,Missouri,38.29739780113773,-92.40621321592816
EDMONSON,EDMONSON,MO,Benton,1886.0,1916.0,True,4.0,17655,True,30.0,True,EDMONSON,MO,717409.0,Populated Place,Benton,38.3094693,-93.2240908,38.3094693,-93.2240908,Missouri,38.29739780113773,-92.40621321592816
EDSALL,EDSALL,MO,Cedar,1901.0,1908.0,True,5.0,17680,True,7.0,True,EDSALL,MO,740583.0,Populated Place,Cedar,37.740039,-93.9004925,37.740039,-93.9004925,Missouri,38.29739780113773,-92.40621321592816
EFFIE,EFFIE,MO,Callaway,1890.0,1907.0,True,5.0,17718,True,17.0,True,EFFIE,MO,740473.0,Populated Place,Callaway,38.6261519,-91.9529577,38.6261519,-91.9529577,Missouri,38.29739780113773,-92.40621321592816
EFFINGHAM,EFFINGHAM,MO,Gentry,1883.0,1906.0,False,5.0,17723,True,23.0,True,EFFINGHAM,MO,740156.0,Populated Place,Gentry,40.2047196,-94.2638441,40.2047196,-94.2638441,Missouri,38.29739780113773,-92.40621321592816
EGBERT,EGBERT,MO,Montgomery,1900.0,1907.0,True,5.0,17734,True,7.0,True,EGBERT,MO,759533.0,Post Office,Montgomery,38.7597654,-91.6335039,38.7597654,-91.6335039,Missouri,38.29739780113773,-92.40621321592816
EGYPT MILLS,EGYPT MILLS,MO,Cape Girardeau,1862.0,1932.0,True,2.0,17771,True,70.0,True,EGYPT MILLS,MO,717419.0,Populated Place,Cape Girardeau,37.4050497,-89.4637038,37.4050497,-89.4637038,Missouri,38.29739780113773,-92.40621321592816
EIGHT MILE,EIGHT MILE,MO,Cass,1877.0,1935.0,False,2.0,17783,True,58.0,True,EIGHT MILE,MO,716680.0,Populated Place,Cass,38.6036235,-94.281613,38.6036235,-94.281613,Missouri,38.29739780113773,-92.40621321592816
EL DORADO,EL DORADO,MO,Clark,1841.0,1876.0,True,5.0,17799,True,35.0,True,EL DORADO,MO,731710.0,Populated Place,Clark,40.4547597,-91.8882265,40.4547597,-91.8882265,Missouri,38.29739780113773,-92.40621321592816
EL PASO,EL PASO,MO,Barry,1871.0,1881.0,False,6.0,17806,True,10.0,True,EL PASO,MO,732876.0,Populated Place,Barry,36.710346,-94.0254839,36.710346,-94.0254839,Missouri,38.29739780113773,-92.40621321592816
ELBERTA,ELBERTA,MO,Webster,1898.0,1898.0,True,7.0,17829,True,0.0,True,ALBERTA,MO,713187.0,School,Webster,37.2225498,-92.7715604,37.2225498,-92.7715604,Missouri,38.29739780113773,-92.40621321592816
ELGIN,ELGIN,MO,Shelby,1887.0,1907.0,True,5.0,17903,True,20.0,True,ELGIN,MO,733514.0,Populated Place,Shelby,39.9355962,-91.9968397,39.9355962,-91.9968397,Missouri,38.29739780113773,-92.40621321592816
ELGIN,ELGIN,MO,Sullivan,1880.0,1886.0,True,6.0,17904,True,6.0,True,ELGIN,MO,741272.0,Populated Place,Sullivan,40.2150201,-93.0204848,40.2150201,-93.0204848,Missouri,38.29739780113773,-92.40621321592816
ELIJAH,ELIJAH,MO,Ozark,1905.0,1977.0,True,1.0,17923,True,72.0,True,ELIJAH,MO,717443.0,Populated Place,Ozark,36.6117289,-92.1490447,36.6117289,-92.1490447,Missouri,38.29739780113773,-92.40621321592816
ELIXER,ELIXER,MO,Dallas,1882.0,1906.0,False,5.0,17938,True,24.0,True,ELIXER,MO,734980.0,Populated Place,Dallas,37.891979,-93.1185255,37.891979,-93.1185255,Missouri,38.29739780113773,-92.40621321592816
ELK DALE,ELK DALE,MO,Atchison,1875.0,1895.0,True,5.0,17972,True,20.0,True,ELK DALE,MO,717457.0,School,Atchison,40.2774957,-95.3235891,40.2774957,-95.3235891,Missouri,38.29739780113773,-92.40621321592816
ELK GROVE,ELK GROVE,MO,Caldwell,1877.0,1888.0,True,6.0,17977,True,11.0,True,ELK GROVE,MO,717460.0,School,Caldwell,39.5839032,-93.7774355,39.5839032,-93.7774355,Missouri,38.29739780113773,-92.40621321592816
ELK GROVE,ELK GROVE,MO,Lafayette,1851.0,1867.0,True,7.0,17978,True,16.0,True,ELK GROVE,MO,730092.0,School,Lafayette,39.0555717,-93.5796579,39.0555717,-93.5796579,Missouri,38.29739780113773,-92.40621321592816
ELK HEAD,ELK HEAD,MO,Christian,1871.0,1981.0,False,1.0,17980,True,110.0,True,ELK HEAD,MO,740826.0,Populated Place,Christian,37.0136641,-92.9304522,37.0136641,-92.9304522,Missouri,38.29739780113773,-92.40621321592816
ELK LICK SPRINGS,ELK LICK SPRINGS,MO,Pike,1874.0,1901.0,True,5.0,17985,True,27.0,True,ELK LICK SPRINGS,MO,759551.0,Post Office,Pike,39.4530987,-91.4270962,39.4530987,-91.4270962,Missouri,38.29739780113773,-92.40621321592816
ELK PRAIRIE,ELK PRAIRIE,MO,Phelps,1876.0,1915.0,True,4.0,17990,True,39.0,True,ELK PRAIRIE,MO,2723839.0,Cemetery,Phelps,37.8499439,-91.7333442,37.8499439,-91.7333442,Missouri,38.29739780113773,-92.40621321592816
ELK SPRINGS,ELK SPRINGS,MO,McDonald,1907.0,1935.0,True,2.0,17998,True,28.0,True,ELK SPRINGS,MO,729879.0,Populated Place,McDonald,36.583684,-94.4563275,36.583684,-94.4563275,Missouri,38.29739780113773,-92.40621321592816
ELKDALE,ELKDALE,MO,Atchison,1897.0,1900.0,True,6.0,18003,True,3.0,True,ELK DALE,MO,717457.0,School,Atchison,40.2774957,-95.3235891,40.2774957,-95.3235891,Missouri,38.29739780113773,-92.40621321592816
ELKHART,ELKHART,MO,Bates,1873.0,1875.0,False,7.0,18007,True,2.0,True,ELKHART,MO,766293.0,Civil,Bates,38.3531588,-94.4566643,38.3531588,-94.4566643,Missouri,38.29739780113773,-92.40621321592816
ELKHORN,ELKHORN,MO,Montgomery,1821.0,1830.0,True,7.0,18009,True,9.0,True,ELKHORN,MO,729478.0,Church,Montgomery,39.033652,-91.4307141,39.033652,-91.4307141,Missouri,38.29739780113773,-92.40621321592816
