name,orig_name,state,orig_county,established,discontinued,continuous,stamp_index,id,coordinates,duration,gnis_match,gnis_name,gnis_county,gnis_state,gnis_feature_id,gnis_feature_class,gnis_orig_name,gnis_orig_county,gnis_latitude,gnis_longitude,gnis_elev_in_m,gnis_dist,latitude,longitude,state_full,state_latitude,state_longitude
CAROLA,CAROLA,MO,Butler,1882.0,1913.0,True,4.0,9042,True,31.0,True,CAROLA,BUTLER,MO,740723.0,Populated Place,Carola,Butler,36.5516667,-90.3358333,96.0,1.0,36.5516667,-90.3358333,Missouri,38.29739780113773,-92.40621321592816
CARONDELET,CARONDELET,MO,St. Louis,1826.0,1873.0,True,5.0,9059,True,47.0,True,CARONDELET,ST. LOUIS,MO,765643.0,Populated Place,Carondelet,St. Louis (city),38.5561635,-90.2659474,139.0,1.0,38.5561635,-90.2659474,Missouri,38.29739780113773,-92.40621321592816
CARPENTERS STORE,CARPENTERS STORE,MO,Clinton,1858.0,1899.0,True,3.0,9072,True,41.0,True,CARPENTERS STORE,CLINTON,MO,730235.0,Populated Place,Carpenters Store,Clinton,39.4711096,-94.5646761,285.0,1.0,39.4711096,-94.5646761,Missouri,38.29739780113773,-92.40621321592816
CARR,CARR,MO,Stone,1884.0,1918.0,True,4.0,9077,True,34.0,True,CARR,STONE,MO,749221.0,Populated Place,Carr,Stone,36.5078447,-93.5657444,345.0,1.0,36.5078447,-93.5657444,Missouri,38.29739780113773,-92.40621321592816
CARRINGTON,CARRINGTON,MO,Callaway,1873.0,1954.0,True,1.0,9092,True,81.0,True,CARRINGTON,CALLAWAY,MO,749224.0,Populated Place,Carrington,Callaway,38.808096,-92.0596283,269.0,1.0,38.808096,-92.0596283,Missouri,38.29739780113773,-92.40621321592816
CARRSVILLE,CARRSVILLE,MO,Henry,1872.0,1881.0,True,6.0,9128,True,9.0,True,CARRSVILLE,HENRY,MO,741147.0,Populated Place,Carrsville,Henry,38.5191834,-93.8466048,249.0,1.0,38.5191834,-93.8466048,Missouri,38.29739780113773,-92.40621321592816
CARSON,CARSON,MO,Howell,1908.0,1928.0,False,3.0,9138,True,20.0,True,CARSON,HOWELL,MO,735128.0,Populated Place,Carson (historical),Howell,36.7097822,-91.8032034,280.0,1.0,36.7097822,-91.8032034,Missouri,38.29739780113773,-92.40621321592816
CARTERS MILLS,CARTERS MILLS,MO,Reynolds,1878.0,1879.0,True,8.0,9181,True,1.0,True,CARTER MILL,REYNOLDS,MO,747835.0,School,Carter Mill School (historical),Reynolds,37.1539386,-90.8001215,151.0,0.846153846153846,37.1539386,-90.8001215,Missouri,38.29739780113773,-92.40621321592816
CARTMILL,CARTMILL,MO,Newton,1903.0,1913.0,True,4.0,9208,True,10.0,True,CARTMELL,NEWTON,MO,740563.0,Populated Place,Cartmell (historical),Newton,36.8103462,-94.2243806,362.0,0.875,36.8103462,-94.2243806,Missouri,38.29739780113773,-92.40621321592816
CARUM,CARUM,MO,Camden,1899.0,1907.0,True,5.0,9215,True,8.0,True,CORUM,CAMDEN,MO,744746.0,Locale,Corum (historical),Camden,38.1816968,-92.898803,201.0,0.8,38.1816968,-92.898803,Missouri,38.29739780113773,-92.40621321592816
CARUTH,CARUTH,MO,Dunklin,1882.0,1913.0,True,4.0,9216,True,31.0,True,CARUTH,DUNKLIN,MO,715459.0,Populated Place,Caruth,Dunklin,36.1342341,-90.0867605,79.0,1.0,36.1342341,-90.0867605,Missouri,38.29739780113773,-92.40621321592816
CARVER,CARVER,MO,Camden,1900.0,1930.0,True,2.0,9220,True,30.0,True,CARVER,CAMDEN,MO,744743.0,Locale,Carver (historical),Camden,38.1800297,-92.9457488,203.0,1.0,38.1800297,-92.9457488,Missouri,38.29739780113773,-92.40621321592816
CARY HILL,CARY HILL,MO,Livingston,1878.0,1880.0,True,7.0,9232,True,2.0,True,CLAY HILL,LIVINGSTON,MO,715906.0,School,Clay Hill School (historical),Livingston,39.7725127,-93.7491037,236.0,0.777777777777778,39.7725127,-93.7491037,Missouri,38.29739780113773,-92.40621321592816
CARYTOWN,CARYTOWN,MO,Jasper,1885.0,1901.0,True,5.0,9234,True,16.0,True,CARYTOWN,JASPER,MO,740725.0,Populated Place,Carytown,Jasper,37.2661665,-94.3093911,281.0,1.0,37.2661665,-94.3093911,Missouri,38.29739780113773,-92.40621321592816
CASCO,CASCO,MO,Franklin,1871.0,1908.0,True,5.0,9251,True,37.0,True,CASCO,FRANKLIN,MO,735960.0,Locale,Casco,Franklin,38.4703286,-91.1690385,224.0,1.0,38.4703286,-91.1690385,Missouri,38.29739780113773,-92.40621321592816
CASE,CASE,MO,Laclede,1861.0,1876.0,True,6.0,9254,True,15.0,True,CASE,LACLEDE,MO,735015.0,Populated Place,Case,Laclede,37.8439264,-92.7637924,359.0,1.0,37.8439264,-92.7637924,Missouri,38.29739780113773,-92.40621321592816
CASE,CASE,MO,Warren,1893.0,1946.0,True,1.0,9255,True,53.0,True,CASE,WARREN,MO,740726.0,Populated Place,Case,Warren,38.7350453,-91.3740489,156.0,1.0,38.7350453,-91.3740489,Missouri,38.29739780113773,-92.40621321592816
CASH,CASH,MO,Macon,1894.0,1901.0,True,5.0,9263,True,7.0,True,CASH,MACON,MO,740727.0,Populated Place,Cash,Macon,39.8505873,-92.6340797,272.0,1.0,39.8505873,-92.6340797,Missouri,38.29739780113773,-92.40621321592816
